headline,review,rating
Great discount with good quality,"I got this maggi in discount price
Buy maggi from here so u can get discount than normal shop......
And at last u all know the tastyness of maggi I not comment on it......
Delivery from amazon is awesome...",5.0 out of 5 stars
Nice noodles,Ok,4.0 out of 5 stars
Packing related issue Other was Good enough,"All was Good packings date was Of October ...
but they dont packet in Cardboard box or other simple in that losse plastic one...
And it damages d maggi inside ...
Rest all set ...only Request plz Give in packing in form of boxes 🙏🏻",3.0 out of 5 stars
Some how oky,Nice one.bulk amount if u wanna perchess its good.,4.0 out of 5 stars
Testy,Yammi test and fast delivery by Amazon,4.0 out of 5 stars
Good and fresh Noodles,Good and fresh noodles,4.0 out of 5 stars
Short expiry product sent,They sent very short expiry date product to me,4.0 out of 5 stars
Nice 🙂👍,,5.0 out of 5 stars
Great product,Great product,5.0 out of 5 stars
👍,👍👍👍👍,5.0 out of 5 stars
Wow,Amazing,5.0 out of 5 stars
A little over salt,Do not buy this july 2020 pack cuz it contains a little more salt than necessary.... Everything else is fine but a little salty....,4.0 out of 5 stars
Good👍,Tast is very good👍....,4.0 out of 5 stars
Good sarvice,I like aproduct,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Just my maggi,There is nothing to dislike about Maggi. Its my all time love. The packs were fresh and the masala was crisp.,5.0 out of 5 stars
Nice product,Nice product,5.0 out of 5 stars
Good one,Good product with good packaging,4.0 out of 5 stars
Name says everything,But discount only two rupees 12 Maggie packet 🤔😜nice jokes,5.0 out of 5 stars
पैसा वसूल,पैसा वसूल.,3.0 out of 5 stars
Packaging material,"You should use carton box rather then polythene bag for packing. It should be better for handling and less breakage of maggi,, all the things was good...

Thanks",4.0 out of 5 stars
cheap n best,,4.0 out of 5 stars
Nicr,Nice,4.0 out of 5 stars
Perfect,"Clean, delicious, fresh, and perfect size",5.0 out of 5 stars
Good,Good product,4.0 out of 5 stars
Nice,The packaging of the Magi it was very nice excellent and the price was also reasonable as it is there in market you guys can purchase this,4.0 out of 5 stars
All time Favourite,Maggi All time Favourite Flavour ...,4.0 out of 5 stars
Good,Good taste but safety still a question mark,4.0 out of 5 stars
VALUE PACK,LIKED THE FLAVOR OF MAGGI MASALA,4.0 out of 5 stars
Best,Value for money,4.0 out of 5 stars
Qty not good,Masala taste not good,4.0 out of 5 stars
Ok,Ok,4.0 out of 5 stars
😍😋😋😛🤪😝😳💨🙉🕺,Nothing different as u know about maggie..Amazon service was good as always...,4.0 out of 5 stars
It's great,Value for money...🤩🤩,5.0 out of 5 stars
Good,Tasty and yummy,4.0 out of 5 stars
Need improvement,Item packing is too good but it is required to improve the quality and thickness of noodles,4.0 out of 5 stars
Masala packets became solid instead of powder form,Flavor is good but the masala package was not in powder form. Due to humidity it was stucked nd became solid.,3.0 out of 5 stars
Maggie maggie maggie,"Love this product , amazing packaging amazing taste , and is on good price on amazon",5.0 out of 5 stars
Ok,Ok,4.0 out of 5 stars
Taste is not good like before,Now maggi original flavour is lost..but overall okay,3.0 out of 5 stars
It's Brand go for it,"I suggest everyone to go for it. No words, yummy taste as reasonable and discounted price.",5.0 out of 5 stars
Best deliveryman best packing best food,"Nice falvor. This is original test of maggi, thakns nestle & amazon",5.0 out of 5 stars
Tasty,Nice and easy tasty,4.0 out of 5 stars
I love maggie,I like flavor and value for money 💰,5.0 out of 5 stars
Maggi,"It's really nice just like the normal Maggi taste , and packing is also good",4.0 out of 5 stars
Good Product..,"Nice Product,Packing would have been better..",4.0 out of 5 stars
Tasty,Evening time instant snacks like preparation....,4.0 out of 5 stars
Go ahead,Good purchase..,4.0 out of 5 stars
Nice product and very tasty,Nice product and very tasty,4.0 out of 5 stars
Meet The Expectations,Nice,5.0 out of 5 stars
Highly recommend,Value for money. Its a really very great deal. Packaging was also good. Packets were intact no breakage. Got it in good condition. Always being a fan of maggi i will surely recommend to everyone.,4.0 out of 5 stars
Testy noodles,Packageing is good & quality was fantastic,4.0 out of 5 stars
Super,Good,4.0 out of 5 stars
Great 👌,it's best 👌,4.0 out of 5 stars
Taste,Poor taste,3.0 out of 5 stars
Ok,Good,4.0 out of 5 stars
Not the product shown on picture,I bought this Maggie because of the picture shown on the packet. But it the actual packet was cheese Maggie. This Maggie flavour tastes light. I need to add extra spice everytime.,5.0 out of 5 stars
Good product 👍,Good product 👍,4.0 out of 5 stars
Ok,Ok,1.0 out of 5 stars
Buy from Amazon Pantry for more discount and safely package,"Product is very good, as we used from several years,
Try to this product from Amazon pantry, mistakenly I have bought from here.
Package is not so good, packing in only a polishing, without air babools or any cartoon",5.0 out of 5 stars
Not fresh and aromatic,Quality is not very good product rate is very high than others noodles.,5.0 out of 5 stars
Thanks Amazon,As per expectation,4.0 out of 5 stars
Price high,Good product but price is high,4.0 out of 5 stars
Rotten masala pouch inside,"Maggie is of good quality but the added masala inside each pack was not good, they are moisturized and sticky.",3.0 out of 5 stars
Crushed,Maggi was crushed because of poor packing.. still eating it because maggi is love♥️,4.0 out of 5 stars
I like,It's useal,4.0 out of 5 stars
Dont send old stocks,,5.0 out of 5 stars
prompt delivery,"Flavour...nice,good, nice",4.0 out of 5 stars
Maggi. Tasty bhi. Maybe healthy bhi.,"What can I say.
A good product.
Great package size. Keeps me going for a month
And good old maggi flavor.
Nothing to add that is not already known.
Love the package integrity. Never got a broken maggi noodle block.
Amazon provides good transportation.",5.0 out of 5 stars
Excellent 👌,Super,4.0 out of 5 stars
Average product,Average product,3.0 out of 5 stars
Maggie 2 minute food,We all love Maggie,4.0 out of 5 stars
Good product,Good product,4.0 out of 5 stars
Outstanding,Outstanding,4.0 out of 5 stars
Good,Nice,4.0 out of 5 stars
Good Testy And Also My Daughter Liked This Maggi.,Testy Maggi Value Of Money,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good as ever,"What not to like when it's your plain old Maggie. Packaging was good. Flavour was same as others.
I'd love to see a combo pack with all different types of Maggies.",5.0 out of 5 stars
Very good,Value of money,5.0 out of 5 stars
Nice,Good for instant hunger,4.0 out of 5 stars
U can try it,Gd packageing and value of money I'm received per pic 10.80 rs also free delevary,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Very good,Good but not great,4.0 out of 5 stars
Perfect,Perfect product and freshness,5.0 out of 5 stars
Yaami good,Yaa good,5.0 out of 5 stars
Excellent,Excellent,5.0 out of 5 stars
Ok,Like,2.0 out of 5 stars
Just Grab the Deal,"A Maggie Lover can't resist its flavor. It has good packaging but it get little crushed but not a great issue.

Tip : Just wait for the perfect price to appear ( it's always fluctuate )",5.0 out of 5 stars
Good,Taste good,4.0 out of 5 stars
Best,Good product,5.0 out of 5 stars
Good,Like this product,4.0 out of 5 stars
2min noodles.,Maggi is one of the best snacks in present day . It is very easy to make and serve. It is also available in many price range. Its masala makes it much better in taste .i and my family take it regular .whenever I am alone in house only thing that I made is maggi. It has its own taste and also the best present in market .,5.0 out of 5 stars
dgfgg,good,5.0 out of 5 stars
Small in size,Packs received were little small in size compared to regular maggi packs,5.0 out of 5 stars
Nice product,You know what people This Maggi Just taste much better than the normal Maggi that we buy in stores or markets it's just taste good and the price is decent and the taste is also 👌 good recommend you'll to buy it,4.0 out of 5 stars
Good Quality,Good Quality,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good,Good as a food.,4.0 out of 5 stars
Ok,Ok,3.0 out of 5 stars
Product is good,Good,4.0 out of 5 stars
lovelyy,like the product ..fazt delibry,5.0 out of 5 stars
Good,"Product was delivered without
any information..And the product was not good as i expected.",4.0 out of 5 stars
Received damage product.,,3.0 out of 5 stars
Tasty,"Packaging was okay, thickness of cake is lill on lower side",4.0 out of 5 stars
Orignel product of maggi nice😋👌,Nice tast,4.0 out of 5 stars
Best,"Order Maggie from last 1, year from Amazon",5.0 out of 5 stars
Ok,Ok,4.0 out of 5 stars
Good,Nice 1,4.0 out of 5 stars
Recieved in good condition.,One suggestion. Please try to minimize the cardboard/paper/plastic usage.,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good,Good,3.0 out of 5 stars
Time Saver Food.,"Though it is a type of fastfood but due to busy life, it is very good to make up the time with 2minutes nudules.",3.0 out of 5 stars
Satisfied,Safe And Beautiful Packaging,5.0 out of 5 stars
Awesome,Awesome product,5.0 out of 5 stars
Good product,"Good presention...
Ordered it along with another to make the order value more than 500rs get a free delivery😬. But its worth and useful, especially for a bachelor like me",4.0 out of 5 stars
Worth for money,Family need...,5.0 out of 5 stars
Best product of Maggie,"I ordered for this product, also I received MFG date prior to one month. Go for it. You can not get the same in market",5.0 out of 5 stars
Quality of packing,Good and nice products,4.0 out of 5 stars
Maggi,"Dint try yet but writing this review.I understand it's lockdown period but I received this product after 32 days.Dont know why it happened.I ordered another set of groceries after maggi and those delivered within a week. Later or latest, thanks to Amazon. I ordered this for 135 rupees.",5.0 out of 5 stars
Awesome,The noodles that I get in local stores will be very salty. This noodles I feel very original in terms of flavour. Remember good olden days of 90s kids Maggi ? 15 years before etc. It's giving that original flavour when Maggi was launched in India . Worth the buy,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Nice product,Kids liked it more and it's quick to cook and eat,5.0 out of 5 stars
Super,"Very good flavor is Super value f money I m happy, thanks t u amaze",5.0 out of 5 stars
Good Standard Product,It's authentic and standard product .,4.0 out of 5 stars
Packaging is poor,Like,4.0 out of 5 stars
Big pack,Good one,4.0 out of 5 stars
Fabulous,Product is awesome and very very thanks to Amazon delivery service. Even in this Covid time you're fulfilling our needs. Thank you very much...,5.0 out of 5 stars
Itz good,Itz good,4.0 out of 5 stars
Maggi mazaa mummy kheliye bhi !!,"It's 12 in a pack. With vegetables added, I make a wholesome meal with it. The taste maker is sufficient that it's good for all not just for children.",5.0 out of 5 stars
Hamari maggi,Glad to have a handful of these in this times. Packaging was great,4.0 out of 5 stars
Good,"I always wanted it in separate packets. Problem with single pack is, you have to store in an air tight container otherwise it gets moisture and degrades easily. packaging was good.",4.0 out of 5 stars
It's good.,Good,4.0 out of 5 stars
As Expected,"Came in nice box , though some Of the Noodles were broken but it was not that bad .. overall value for money",5.0 out of 5 stars
OK product,OK product,4.0 out of 5 stars
Damaged product,"Recieved product is totally damaged the product inside the package is totally crushed
..",4.0 out of 5 stars
Safe for consuming and great taste,"What I like about the product is its ""magic flavour & taste in a nutshell"", instantsy, economy and availability at door step.",5.0 out of 5 stars
Maggie purchase only nearest shop,"Maggie all crushed ,
Verry bad experience",4.0 out of 5 stars
Looks Suspicious Tastes Weird,"To be honest this particular maggie 2 mins noodles looks suspicious & tastes weired. Why so?
Suspicious: The 2 mins instant noodles is like no other maggie noodles i are before. After 10 mins of soaking in hot water is still not soft enough. It stays skinny stiff & not properly soaked.
Weired: It tastes different. Not like normal maggie I've eaten before, which were bought from BB/Market. It doesn't taste bad but not good either. The typical maggie flavour is missing.
Product has a manufacturing date of May, 2020 & 9 months to go till expiry.
Looks totally original.
Well packed 12 seperate packets of maggie instant noodles.
To buy or not? Make a choice yourself.",2.0 out of 5 stars
No so good taste,Other competitor companies are serving far better quality than this,3.0 out of 5 stars
Not as good as the retail product.,The masala packet looks expired in a few. They don't taste as good.,3.0 out of 5 stars
Packaging very poor,I like this product but it's packaging very poor,4.0 out of 5 stars
Maggi is tasty,Maggi is our all time favorite. Can have it anytime. Like the taste alot.,4.0 out of 5 stars
Nice,Good,3.0 out of 5 stars
Good taste,Good for children less tym for baking,5.0 out of 5 stars
Nice product,Very good both the flavour are so good ...The packaging quality of the boxes is upto mark ...best part is easy to make,5.0 out of 5 stars
"Extremely careful packing, value for money","Extremely protective and safe packing. 12 unit pack, each unit of Rs. 12 amounting to total Rs. 144, but got at Rs. 117. Real value for money.",4.0 out of 5 stars
Delivery service was bad,Product was good but delivery boy opened before delivered I saw double tape on my box and cut marks on box,5.0 out of 5 stars
Maggi,It's really good and tasty,5.0 out of 5 stars
Super,It is a good deal,4.0 out of 5 stars
Thank you amazon,"THIS IS A GOOD FLAVOR AND VALUE OF MONEY AND SHEERNESS THIS COME WITH AMAZON BRANDED BOX
THIS IS A GOOD PRODUCT BUY NOW",5.0 out of 5 stars
Taste is good,Nice,4.0 out of 5 stars
Nice, Nice,5.0 out of 5 stars
Cheating,"Instead of 12, received only 11 packages",4.0 out of 5 stars
Good food for time saving,I like the product but value for money is not up to the mark,5.0 out of 5 stars
It is good than u got in the retailer shop.,I am writing this review coz they give discount and product is fresh type like it is just packed...,5.0 out of 5 stars
Best one,Good taste,4.0 out of 5 stars
नकली मैगी नकली मसाला नकली स्वाद 😡😠,नकली मैगी नकली मसाला नकली स्वाद 😡😠,1.0 out of 5 stars
"May be old stock,",made everyone eat it upset stomach. threw away.,4.0 out of 5 stars
Crushed,It was crushed and taste is not good,3.0 out of 5 stars
Thanks,"Yummy.During Lockdown and post unlockdown,no availabilityin my city.ThanksAmazon for bringing taste back to my life.",4.0 out of 5 stars
Jast Maggie,I got it under expiry datet👍👍,5.0 out of 5 stars
Worth every penny,As good as it can be after all it's Maggie nothing to worrie,5.0 out of 5 stars
Nice product .. extra delivery charges is worst thing,Good product and good packaging... Only drawback is price not mentioned on each pack ... But its ok... And also this seller normaly take 100rs extra delivery charges... But i order when its Amazon fulfilled and no extra charges. So its best deal... Grab it without delivery cahrges other wise local market recommended.,5.0 out of 5 stars
Good,"Like this product 👌✨
But shopping not discount 🙄😒😕
I m price segment not justify",5.0 out of 5 stars
GREAT,"Expiry date is of June 2021 and Packaging was great no damage at all..
Original Maggie with good taste and all packet is proper..
Go for it if you are a born maggie lover..",5.0 out of 5 stars
Average product,Just not happy with this product,2.0 out of 5 stars
Good quality,Awesome..,5.0 out of 5 stars
Nice,"Good product. Make easily, good taste",4.0 out of 5 stars
Maggi maggi maggi,Always tasty and favorite product for most,4.0 out of 5 stars
OLD STOCK,"Its very old stock ., worthless taste",4.0 out of 5 stars
Worth buying,Nice offers,4.0 out of 5 stars
Very good packaging,Good in condition.,5.0 out of 5 stars
Recommended,The product is good but I received the product little damaged may be due to transportation.,4.0 out of 5 stars
Good product...packaging is also very good. Meet all my expectations.,Love maggi.. You can buy this item from Amazon. It's really good.,5.0 out of 5 stars
Worth buying. Good packaging,Good product,5.0 out of 5 stars
Yummy Maggie value for money packs,Yummy Maggie value for money packaging is good not even single packet crush,4.0 out of 5 stars
To much bad behavior delivery person,"To much Bad behavior delivery person and

Product is good",4.0 out of 5 stars
Good quality magai product,"Hi friends nice product for collage party 🎉
With friends very very nice product",5.0 out of 5 stars
Yummy,Yunmy,4.0 out of 5 stars
Wonderful,Most demand,5.0 out of 5 stars
Add carrot and Tomatoes,"Add Carrot and tomatoes (Boil them for 8 Minutes) before adding it to Maggi Mix.
- this will decrease the intense spiciness and make it soothing.
- Will give a creme texture to the noodles - tastes awesome.
- Improve your skin quality (Glowing and White Skin).
Good to health - Better in taste.",5.0 out of 5 stars
Packaging very poor,It came in open box maggi noodles brock and become chura,2.0 out of 5 stars
It's good,I like so much,5.0 out of 5 stars
Good,,5.0 out of 5 stars
Ok,Ok,4.0 out of 5 stars
Perfect breakfast or evening snacks meal 😋,If price will be more less then...l will more happy 😅,5.0 out of 5 stars
😊,😊,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
VALUE FOR MONEY,With 30 rs casback( for buy more and save more) AND free delivery (for prime) got theses in cheap price than market and manufactured in june which means they are newly manufactured . THANK U SO MUCH AMAZON .,5.0 out of 5 stars
Affordable....,Go ahead with Amazon.... The product are really amazing and satisfactory...,5.0 out of 5 stars
Very Good product,Very Good product,5.0 out of 5 stars
Gud quality product,Pack of 12 cost effective.yammm noodles.,5.0 out of 5 stars
Nice,Nice,4.0 out of 5 stars
Good product,Improve the packaging,4.0 out of 5 stars
Ok,Ok,4.0 out of 5 stars
It's a good product altogether,"overall, it's anice thing to purchase. the packaging was good and I got 12 packets of Maggi, at the price of 143. As this product is not available anywhere around my local market, I was elated when I got the package.
Thank you Amazon",5.0 out of 5 stars
Very delicious,Maggi & Top Ramen are my favt.,4.0 out of 5 stars
No Discount this product l am not happy,I am unhappy no discount this product,4.0 out of 5 stars
Good product,Like and used,5.0 out of 5 stars
Many packets are damaged,"All are good
But packing are not good because of this many of the packets are damaged",4.0 out of 5 stars
Bahut acche hain aur discount Bhi Tha,Achcha wala,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Yummy .good quality,Yummy,5.0 out of 5 stars
Neatly Packed. Fresh Stock. Can give it a try.,Fresh Stock and Neatly Packed. Haven't checked inside of each packet but it's worth a try especially during pandemic times.,5.0 out of 5 stars
Very nice👍👍👍,Good,5.0 out of 5 stars
Good but not very,Product is good but exper date is very much.,3.0 out of 5 stars
Nice,👌👌,4.0 out of 5 stars
Fress maggi,Nice maggy,5.0 out of 5 stars
Good product,Good product,4.0 out of 5 stars
Delicious😋,I'm ordering this Maggie from last 3 years from Amazon.. It's very tasty 😋 as compared to others.,5.0 out of 5 stars
Awesome,"Maggie never disappoints me. I received in a very good manner, packaging is good and nothing's broke while traveling.",5.0 out of 5 stars
Meri Maggi,Family pack but prices is as equal to the per piece separate. However test and test all good matters only delivery taking timeore then expecting,4.0 out of 5 stars
Worst,Worst,1.0 out of 5 stars
Good and nice packaging,Okay,5.0 out of 5 stars
अच्छा है,अच्छा है,4.0 out of 5 stars
Maaggi is always awesome and the price is awesome too,"Its packing is awesome ..
All the 12 maggies are packed together using transparent cover... the price is also awesome..
And i loved the taste og maggi
😋",5.0 out of 5 stars
Product Manufacturer Date,"Today received 12 Maggie packet, on individual Maggie pack cover manufacturing date Nov 2020 where on the full pack cover shows Dec 2020 and yo be used by 8 months where as on the Maggie cover shows before 9 months, the product is near to expiry, kindly don't send these type of food products, as it causes directly to health systems,",2.0 out of 5 stars
Taste,Good,4.0 out of 5 stars
"Useless Pacakaging , no protection given","Product was ok but pacakaging was unbelievable , as a prime member i simply have this kind of useless pacakaging . Just a simple plastic bag pacakaging . Worst pacakaging experience",3.0 out of 5 stars
It's Maggi !,Arrived in proper packaging. no damage at all. And the taste is great as always,5.0 out of 5 stars
best,Best,4.0 out of 5 stars
Original one and value for money.,"It's original one, what more can I say about Maggie. 😄
It's better if you're getting them in an offer. The least I can say about the deal. Baki Maggie to same hi hai.",4.0 out of 5 stars
Very good,Very good,5.0 out of 5 stars
👌,👌👌,4.0 out of 5 stars
"Value for money,I am satisfied.","Very nice , good price,nice amazon packing .",5.0 out of 5 stars
Nice,Good,4.0 out of 5 stars
Good product,Packaging was good.,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Awesome,Very good and value worthy combo pack . It comes in transparent Nestle wrapper where it helps all 12 packs together . As usual flavour is also very tasty and perfect for tiffin or snack. I expect to get more combo like this from Nestle .,5.0 out of 5 stars
Good product but packaging is bad.,"All Maggi packets are broken, the packaging is not good.",4.0 out of 5 stars
Must buy,Good nice product easy to cook breakfast with Maggie i liked this..But high in prize,5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Good,Same as market rate and tast,4.0 out of 5 stars
Taste,Yummy. Who would not like Maggie. I loved it.,5.0 out of 5 stars
No problem with Maggi but PACKAGING,"No complaints with the Product.
I am very disappointed with the delivery. Of the 12 packets, at least 4 are damaged.
Maggi is completely broken/ powdered.",3.0 out of 5 stars
Good buy.,Good product.,4.0 out of 5 stars
Big thumbs up..,"Thank you seller.. packing was excellent.. otherwise what to say about Maggi,as usual it's amazing.",5.0 out of 5 stars
Must buy 😍,"Very nice, it tastes really good, good packing, reasonable rates 😌",5.0 out of 5 stars
Great Value Purchase.,"Very good Pricing we get 70g (Pack of 12) but if u go for supermarkets u get only Pack of 8 for higher price.
The taste and quality of Maggie doesn't need any reviews. Awesome product.",5.0 out of 5 stars
Overall product is ok,Packaging is poor. Overall product is ok.,4.0 out of 5 stars
Passa washul,Thik hai,5.0 out of 5 stars
Yummy,Going for another hamper,5.0 out of 5 stars
Good Product!,Product was good! You can buy undoubtedly,4.0 out of 5 stars
Specious magi masala no taste,Since childhood im eating maggi i never forget how it taste i order 2 packs basically there is no taste in magi masala i was surprise more 6 i ate i feel there is no taste idk why,3.0 out of 5 stars
Bad,Most of the packets were crumbled,3.0 out of 5 stars
Original maggi,Amazing packing but only one negative cost still high each pack has rate is 14.5 😅,5.0 out of 5 stars
Recommended,"This is the good old Maggie everyone knows. Nothing much to describe. Outer packaging could have been better, but product was mostly uncrushed . Pack I got were from Jun 2020, so fresh batch, not old.",5.0 out of 5 stars
Good quality,Nice packing & serving,4.0 out of 5 stars
Maggie is the best,Good one,4.0 out of 5 stars
Vesy small packets!,Very small packets. Not worth of this amount!!!!,3.0 out of 5 stars
Quick bite,Easy to make simple one.... Can also try various dish,5.0 out of 5 stars
All,All pack are broken and powder form,2.0 out of 5 stars
No discount on big packet,No discount on big packet,4.0 out of 5 stars
Buy from amazon than local market,Product taste is known to all nothing new. But from Amazon it is really cheap. Thanks amazon,4.0 out of 5 stars
Nice product,Good,4.0 out of 5 stars
Good Product. Price should be less.,Good product as usual. Price should be less.,4.0 out of 5 stars
Maggie,👍,4.0 out of 5 stars
Great package and transportation,Amazon super delivery and amazing packing with safe and fresh items,5.0 out of 5 stars
Good,Good,3.0 out of 5 stars
Very nice,Like,5.0 out of 5 stars
Nice,Nice,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
😍 very to eat,When I m toooooo hunger in two mint my meggi is ready love it thank,5.0 out of 5 stars
Decent for 12 individual packets,Value for money if you want individual packets and not the larger ones.,5.0 out of 5 stars
Mindblowing,Really good packing with recently made product.,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Another site chip rate as compare to amazon,So costaly,3.0 out of 5 stars
Please increase weight,My son likes Maggi too much,5.0 out of 5 stars
Paisa Vasool,"Recommend.
Original product at discount.",5.0 out of 5 stars
Good product.,Perfect. I got nov 2020 manufactured. Expiry is of nine months. So no worry.,5.0 out of 5 stars
Osm,Osm,5.0 out of 5 stars
Loved purchase..,The packaging was good and also the product arrived so soon... This contains the paneer flavour and the normal vegetable masala... Seriously this is a must buy product atleast I'm very pleased with this product...,5.0 out of 5 stars
Nice,Good product at good price,4.0 out of 5 stars
Worthy buy.,It is my favourite morning tiffin. Good flavor. It saves time at morning . Worthy buy.,4.0 out of 5 stars
Worth for Money ☺️ 5/5 stars.,Good product we can easily buy in this price Range of Rs 129/- (Pack of 12) i ordered this product in the Amazon prime Deals of the day Tqsm Amazon for this product..,5.0 out of 5 stars
Price is high...,All are good except price,4.0 out of 5 stars
🙄,Just okay,4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
good,good,3.0 out of 5 stars
Awesome,At 127 is good and the packaging is also good,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Well packed.,Tasty product as that used to be bought from local market.,5.0 out of 5 stars
Nice products,nice and genuine product best of delivery,4.0 out of 5 stars
Nice product,Nice product,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Very good delivery,"Since the Maggi controversy the taste of Maggi has changed since then. But me as a kid loved Maggi then and I also love Maggi now, though the taste has changed a bit and Maggi should definitely change the pack a bit 😍😍",5.0 out of 5 stars
Nyc one,Better than the packet available in market,5.0 out of 5 stars
Quality,Excellent,5.0 out of 5 stars
Yummy 😍😍,I love Maggie😍😍,5.0 out of 5 stars
At market price,Product is original,5.0 out of 5 stars
Maggie 🙂❤️,Worth it from amazon. I bought maggie 5th to 6th time from amazon.,5.0 out of 5 stars
Best offer,Best offer,5.0 out of 5 stars
Delicious 😋,Maggi is a self selling product. No review required I guess!,5.0 out of 5 stars
Yummy,It's fresh and the packaging was good.,5.0 out of 5 stars
Maggi Maggi Maggi... my favourite,Maggi is my all time favourite and with a discounted price it tastes even better.,5.0 out of 5 stars
Good,You can buy it,5.0 out of 5 stars
Good,Maggieeee always a wonderful snack..,5.0 out of 5 stars
Nice 👍,Best buy product in bulk,5.0 out of 5 stars
Good,Good quality product...,5.0 out of 5 stars
Bad packing,Price is good.orignal product.only issue with packing. If u want crushed meggie then go for it.,3.0 out of 5 stars
i am not getting my product delivered at home.,Product is perfect as well as Ur survi,3.0 out of 5 stars
Quality,Good,3.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Value for money,Can go for it... Good one,5.0 out of 5 stars
Average,Price is some high,4.0 out of 5 stars
Good quality,Like this product,3.0 out of 5 stars
Just awesome!👌👌,"Superb service!

Nice packaging yet very good pricing!!

As far quality is concerned, there is no need to say!",5.0 out of 5 stars
Delivered in good packaging.original product....,Delivered in good packaging.original product....,5.0 out of 5 stars
Need to lower price,Price is somewhat high,3.0 out of 5 stars
Awesome taste,Nice family pack at discounted price. Tasty flavor and easy to cook makes it a perfect choice for snacks.,4.0 out of 5 stars
Only Paper packing used.,"Noodles were completely broken and crushed. I personally like long noodles, they are more savory.

Amazon is slowly trying to increase profit by using less packing material that's fine by me to, provide, they let's us know it's going to come in paper bag type packing. I would not have ordered it then.

I'm really dissatisfied and disappointed.",1.0 out of 5 stars
Good,Good,3.0 out of 5 stars
Great value-for-money pack!,"The products were in order -- properly packages and well within the use-by date. The taste is regular vegetarian Maggi, I have no complaints about this purchase.",5.0 out of 5 stars
Best Deal as always 😃,"Easy to make,Value for money and It's always tasty 😋",5.0 out of 5 stars
Dont eat fast food,I prefer patanjali's noodles,3.0 out of 5 stars
Best For Lockdown Time,What can you expect when local market is out of stock for Maggie and Amazon delivering it. The entire pack vanished in 1 week. and the stock is gone here too. Wishing to purchase again.,5.0 out of 5 stars
Good,"Good national bravery
Nice",4.0 out of 5 stars
Satisfactory,Product is as good as my expectation.,4.0 out of 5 stars
Good as usual,Maagi is maagi... Not to write anything,5.0 out of 5 stars
taste good,good but prize not low,3.0 out of 5 stars
Instant,The real quick instant plain noodles you looked for,5.0 out of 5 stars
🤪🤪,Maggie is Maggie.,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Must buy,Nice product maggie is ❤,5.0 out of 5 stars
Love maggi..,Yummy...,4.0 out of 5 stars
Just as expected,Just as expected,4.0 out of 5 stars
ok,As usual ok,5.0 out of 5 stars
Highly Recommended.,"The Quality of the Product is Awesome, Highly Recommended.",5.0 out of 5 stars
Tasty,Tasty is perfect word for describing it,5.0 out of 5 stars
Good,Good,3.0 out of 5 stars
Nice,Good to Store and ready to cook,5.0 out of 5 stars
Ok,"Nice , but too pricy",5.0 out of 5 stars
Great product.,You get exactly what the photos in the description depict.,5.0 out of 5 stars
Value for money,On time delivery and packaging was good ..... And value for money.,4.0 out of 5 stars
Good item,Maggie is always a maggie . No change in anything .. thanks nestle,5.0 out of 5 stars
Love it,All time favorite has been delivered by Amazon...nothing like it 🙌,5.0 out of 5 stars
Nice,Good product,4.0 out of 5 stars
Recommandable product,Product truly amazing ..just one problem is with Packeging at time of delivery..Its Too bad..that Maggy Arrives in Crushed form..other wise..every thing is fine,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
3 star,Average quality and taste,3.0 out of 5 stars
Broken/packaging worse,The problem is that the maggi came all broken inside. Everything fine other than that,3.0 out of 5 stars
Good,Flavor is good,4.0 out of 5 stars
Veri nice,पैसा वसूल,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Best product,Best product,5.0 out of 5 stars
Very nice,Very nice product,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Maggi,Very nice product...,4.0 out of 5 stars
Good,Nice and good product,5.0 out of 5 stars
Best in the market.,The best instant noodles in the market. Flavour and taste are quite nice.,4.0 out of 5 stars
Good product and experience,The product is in the way it should be. I love maggi and received it in the perfect way in which I expected.,5.0 out of 5 stars
Good,It was a good deal,5.0 out of 5 stars
Very good product,"It's valuable for money...
Flavor is nice👍👏😊",5.0 out of 5 stars
Good,Very nice,4.0 out of 5 stars
A,A,3.0 out of 5 stars
Need for hunger,Hungry mean u sd have at least Maggie in home,5.0 out of 5 stars
