headline,review,rating
It's just awesome,This is the only anti dandruff shampoo that works for me. I have medium-long hair with dandruff problem. This shampoo works like charm at keeping my head dandruff free. I use it twice an week on average and use the anti dandruff conditioner once.,5.0 out of 5 stars
It is works really good,Osm,5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
I got an amazing boounce to my hairs also i feel like my ...,"I can completely rely on head and shoulders product. By using this product, I got an amazing boounce to my hairs also i feel like my hairs are free from dandruff now. Head shoulders product not only cleans my scalp but also make sure to leave a good fragrance.",5.0 out of 5 stars
Don't buy this shampo,Very waste of money.its duplicate i think.im facing problem with shampoo,1.0 out of 5 stars
Good,Very good,5.0 out of 5 stars
BEST,REGULAR USER OF HEAD & SHOULDERS since 20 years.,5.0 out of 5 stars
Okkk,Nice product,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Yes good,Good product but it's not a mild shampoo,2.0 out of 5 stars
Good product.,Very good product.,5.0 out of 5 stars
I m purchasing head and shoulders since 3 years from Amazon.,I like it,5.0 out of 5 stars
Good,Excellent product,5.0 out of 5 stars
Value for money,Nice scent...☺️,5.0 out of 5 stars
Nice price,Nice product,5.0 out of 5 stars
Good,Good very good.,5.0 out of 5 stars
Open product receive, Open product receive,3.0 out of 5 stars
Cheap n best,Good. Go for it,5.0 out of 5 stars
Good product,Best shampoo for dandruff,5.0 out of 5 stars
Nyc,Best quality,5.0 out of 5 stars
Nice,Like,5.0 out of 5 stars
Nice,Softness,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good,Excellent products 👍,5.0 out of 5 stars
Very nice,I like it,5.0 out of 5 stars
So original,Discount prices,5.0 out of 5 stars
Good profuct,Good product,5.0 out of 5 stars
Amazing product,This is such a good shampoo. I have just used used it for a week and I can already see the results. My scalpnis almost drandruff free. The frizzyness is already gone. And the smell is just so good. Would highly recommend it.,5.0 out of 5 stars
Buy this product,I was received a perfect product no any fault,5.0 out of 5 stars
Nice,Very nice,5.0 out of 5 stars
Saves time and money,"I take shower every day, one bottle would last for about 6-7 months.",5.0 out of 5 stars
Good,Good product,5.0 out of 5 stars
Great,Good product.,5.0 out of 5 stars
Good quality,Good quality,5.0 out of 5 stars
This is not an original product,This is for the first time I am writing review of some product because this product is not original. Please don't buy this product,1.0 out of 5 stars
Good,Just ok,4.0 out of 5 stars
Nice,Nice product,5.0 out of 5 stars
Best shampoo for dandruff free hair,"I use this bottle of head and shoulders shampoo to treat my dandruff problems, and it really works. Plus the fragrance is smooth and refreshing. It gives my hair the smooth and silky texture that makes me love this even more.",5.0 out of 5 stars
Super,Super,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Recommended for dandruff free hair,I have been using it from past 1year results a4e awesome and I'm dandruff free now,5.0 out of 5 stars
Value for money,Value for money!!,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Duplicate head and shoulder,I am using head and shoulder shampoo from very long time but this time I received local duplicate head nd shoulder I am very disappointed,1.0 out of 5 stars
Quality of product not good,Bottle are Head & Shoulders but inside not Head & Shoulders shampoo.,1.0 out of 5 stars
Nice product,Gud,4.0 out of 5 stars
Genuine product.,👍,5.0 out of 5 stars
Happy,"Gud size fr use of family, genuine product 👍🏽",4.0 out of 5 stars
Duplicate fake product,Recently observed frequent quality change in the product either this brand decrease quality control or there is adulteration in the packing of head n shoulder,1.0 out of 5 stars
Thanks,Best product cheaper than retail stores,5.0 out of 5 stars
feel soft and good,This shampoo is so amazing and does it job pretty well. It is a family pack and we love using it on a daily basis. Makes your hair so soft and feels so good.,5.0 out of 5 stars
Nice,Good,5.0 out of 5 stars
Worth for Money,Always good. Buying the same product for 3rd time. Fully satisfied.,5.0 out of 5 stars
Fake product,After using this my hair fall increased and my hair becomes frizzy and dull.Amazon really disappointed me...😡😡😡,1.0 out of 5 stars
A nice deal at this price,A good scented shampoo,5.0 out of 5 stars
Duplicate,No changes,2.0 out of 5 stars
Wow,Good product I got it only Rs.584 on amazon sell,5.0 out of 5 stars
Best,Best,5.0 out of 5 stars
Satisfied,"Really good, very good result",5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
A must have!!,After a very long time I have used a shampoo which does what it says it does. My hair became so smooth and silky and also the fragrance is really nice.,5.0 out of 5 stars
Not bad,Good Quality,3.0 out of 5 stars
Nice,Good product,5.0 out of 5 stars
New Head & shoulders anti dandruff (smooth &silky),"Amazing product I loved it. It cleans my hair, definitely took care of my dandruff and makes my hair smooth and shiny . Fragrance of this shampoo is nice and fresh.",5.0 out of 5 stars
Thanks,Best sellers,5.0 out of 5 stars
Work more on product improvement,Company need to work more on softness of hair & should start using natural ingredients instead of harmful chemicals,5.0 out of 5 stars
Owsm,"Owsm qulty
Owsm pckng",5.0 out of 5 stars
a really good shampoo,"This is a good shampoo , after use you will experience very smooth and silky hair. This is good shampoo, worth every penny, try this",5.0 out of 5 stars
Good product,Good product,5.0 out of 5 stars
Amazon is Amazing,Good very nice,4.0 out of 5 stars
Fake,It's not a good product. Something fishy.,2.0 out of 5 stars
nice service,Original product with nice service.,5.0 out of 5 stars
Super,Nice product,5.0 out of 5 stars
Dammage,One bottle full leakage packing also damage,2.0 out of 5 stars
Proper product,Product meet is leakage condition,3.0 out of 5 stars
Nice,Good,4.0 out of 5 stars
Great,Nice product at cheaper price,5.0 out of 5 stars
Love the cleansiness factor and the smell,"The exact products you need to clean your mane this summers! Fresh, cleans thoroughly and leaves refreshed hair. Love the cleansiness factor and the smell.🌸 Highly recommended.",5.0 out of 5 stars
Four Stars,Affordable deal but packing was little big got leaked bottle,4.0 out of 5 stars
yes,i liked,4.0 out of 5 stars
Disappointed for packaging pointofview,I think product is leakage condition,2.0 out of 5 stars
Totally trust worthy,"Been using this brand since childhood, and not only does it smell great but makes hair so soft and feeling squeaky clean. Totally trust worthy",5.0 out of 5 stars
Pls don't buy this its Fake,Pls don't buy this shampoo unless you want to get sever hairfall and itchy scalp. Although its fullfiled by Amazon this shampoo is fake,1.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Fake Product,This is a fake Product not original head and shoulders shampoo. This damages the hair. Stay away.,1.0 out of 5 stars
Good Shampoo,Nice Scent,5.0 out of 5 stars
Superior,Excellent quality,5.0 out of 5 stars
Very bad experience,"I got only 9 pc instead of 18 pcs,and the delivered pieces was leak out,shampoo spoil all over,i pay for 18 pc and got only 9 pc,2o bhi damage,mujhe to market se kya mrp se bhi mehanga pad gaya",1.0 out of 5 stars
Best,Very well..,4.0 out of 5 stars
best,This is best product,5.0 out of 5 stars
Fantastic,Best Deal as expected from Amazon,4.0 out of 5 stars
fake product,I found wasting my money on this particular shampoo bottle as my hairs became rough after using it and the nature of my hair is silky but still it made my hairs rough. FAKE Product !!!,1.0 out of 5 stars
This is duplicate product,Duplicate product is dispatched,1.0 out of 5 stars
Effective.,Its cool and a daily use shampoo.,4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good,👍👍👍,5.0 out of 5 stars
Ok,Ok,4.0 out of 5 stars
It's nice...,I loved it...,5.0 out of 5 stars
Very good,Very good,5.0 out of 5 stars
Bottle damage,Bottle damage.. whole box spread and bottle cap is upen... bottle inside i think 400 to 500 ml left instead of 1 ltr..i dont know this because of demage or seller send me this way...i ever never buy,1.0 out of 5 stars
Good delivery perfect packagen very fastened delivery thank you Amazon,This is a very nice product for my hair,5.0 out of 5 stars
best,best,4.0 out of 5 stars
"Fake item,","Local quality, no smell, fake product, There is no foam in the shampoo. Plz return this items",1.0 out of 5 stars
Superb quality packing,Product was really nice 👍👌,5.0 out of 5 stars
Very good,Better quality & packing,5.0 out of 5 stars
Good quality,Good & original,4.0 out of 5 stars
Nice product,Good product,5.0 out of 5 stars
Wonderful,Best shampoo in the market n I got it at 50% discount,5.0 out of 5 stars
Probably an old bottle refilled,I received this 1 liter box which says manufacturing in August 2021 but the condition of bottle says otherwise.i am not sure if this was some old empty bottle refilled with manipulated manufacturing date.,1.0 out of 5 stars
Fake. Clinic plus in head and shoulders bottle,Fake product. It's not head and shoulders. It's clinic plus in head and shoulders bottle.,1.0 out of 5 stars
This item not receive only e Mr white detergent powder receive head and shoulder not received,Only do packet Mr white detergent receive head and shoulders 1 litre not receive मेरे बैग में से सिर्फ डिटर्जन पाउडर रिसीव हुआ है हेड एंड शोल्डर का शैंपू नहीं मिला,1.0 out of 5 stars
Looking duplicate not genuine,Duplicate not genuine hair became rough after using this,1.0 out of 5 stars
good save money,good,4.0 out of 5 stars
Five Stars,Good product. Very Good Service by amazon. Got this product almost half rate. Its great deal.,5.0 out of 5 stars
Not properly seal.,Seal not properly and shampoo leaked approximately 150-200 ML.,2.0 out of 5 stars
Valuable Deal !,A Great & Genuine Product.,5.0 out of 5 stars
Shampoo was leaking,Shampoo was leaking. Ask them to be careful while packing and delivering the similar products as this is the second time it is happening,1.0 out of 5 stars
Local,"Pls don't buy this product.. totally local product... Infact this shampoo has bad smell...
Yark...",1.0 out of 5 stars
Wastage of money,It's seems like duplicate,1.0 out of 5 stars
Fake product,Don't buy this. This is fake product. It may cost you less but it would give you alot amount of dandruff and dryness and excessive hairfall.,1.0 out of 5 stars
Has benzyl alcohol,"In The product listing the content benzyl alcohol was not mentioned, that's the reason I ordered this, but when I got the shampoo I saw that is has benzyl alcohol,
Amazon provided false information on the site
Very disappointed",1.0 out of 5 stars
Good for this price,It's good shampoo,5.0 out of 5 stars
Very cool,Very good,5.0 out of 5 stars
Good product,"Genuine product, easy to use and store",5.0 out of 5 stars
Good buy,Great bargain price for a great product.,5.0 out of 5 stars
Worst shampoo I ever Bought,Worst shampoo I ever Bought. It leaves my hair oily and sticky...and it's claim of being an anti dandruff shampoo is rubbish... Will never recommend it to anyone.,1.0 out of 5 stars
Great product,It is amazing product,5.0 out of 5 stars
"Wast of money, don't buy 1lt","In the past I have used 650ml shampoo. Then I purchase 1lt shampoo just because the low price. The shampoo is more like water, its just wast of money. Don't buy it.",1.0 out of 5 stars
Good product,I like it shampoo,5.0 out of 5 stars
Nice and cheap,Nice,5.0 out of 5 stars
"Useless Product, Please don't waste your money",It is so difficult to comb after using the worthless product...,1.0 out of 5 stars
Super,Super,5.0 out of 5 stars
Damage product recived.,Worst product.,1.0 out of 5 stars
This shampoo not helpfull for me,"Befor, I don't have dandruff
After use, now I have dandruff.",1.0 out of 5 stars
Shampoo Was open and more than 20% leaked,It was not send with properly though seal was there but Cap was open.,1.0 out of 5 stars
Nice,Nice.but I recieved some what empty bottle.,5.0 out of 5 stars
Hairfall causing,Causes extream hairfall...and damages hair in such a way that even after stopping its use....hair will still fall for months.,1.0 out of 5 stars
Product got damage,Bad luck to me product got damage,1.0 out of 5 stars
Fake product,"The product is open sealed, fake products or used or mixed with water anything is possible, Never buy this product",1.0 out of 5 stars
Awsome,Exellant,5.0 out of 5 stars
Good product good price.,Good product good price.,5.0 out of 5 stars
very good,nice product,5.0 out of 5 stars
Shampoo bottle leaked please not buy it.,Shampoo wash leakage in box. I ordered 2 bottle and one bottle damage. This order was waste of money.,1.0 out of 5 stars
Love it,"Love how my hair feels after the use, soft and shiny.",5.0 out of 5 stars
Best,Price is best,5.0 out of 5 stars
Best deal,Best deal at half of the price,5.0 out of 5 stars
Reasonable,"Good nd nice product
Reasonable",5.0 out of 5 stars
Looks like fake,Fake shampoo delivered. Texture is not same as original head and sholders,1.0 out of 5 stars
Worst Product,Waste Product Please Don't buy it. Actually this is 650 ml. And show quantity 1 litre and too much water mix.,1.0 out of 5 stars
Very bad,Very bad product...think have received duplicate... everyone in my home facing hair fall problem,1.0 out of 5 stars
Nice,Got it at cheap price i.e. 350,5.0 out of 5 stars
Good,Good packing.. Good product.. Thank you,5.0 out of 5 stars
It is fake product,"Completely different from 750ml.
Got fake product this time",1.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Zjz,Shh,5.0 out of 5 stars
awesome,nice product to use,5.0 out of 5 stars
Looks good !,Happy with the product.,5.0 out of 5 stars
Waste of money never buy,"Complete waste of money , no bubble package. I just got half bottle complete leakage.",1.0 out of 5 stars
Good quantity,Nyce products real products,5.0 out of 5 stars
Ok ok product,Not that good. I like anti hairfall one more.,1.0 out of 5 stars
Thanks for amazon,Very good well.,5.0 out of 5 stars
Not good,Not good,1.0 out of 5 stars
Good one,Good to buy,5.0 out of 5 stars
Very nice product,Very nice product,5.0 out of 5 stars
Good,Perfect. On time delivery.,5.0 out of 5 stars
Nice,Very good,5.0 out of 5 stars
Gr8 product,Gr8 product,5.0 out of 5 stars
Five Stars,I am happy with this product,5.0 out of 5 stars
For dandruff free hair,Affordable price,5.0 out of 5 stars
Ok,Nice Quality,5.0 out of 5 stars
Good,Worth of money,5.0 out of 5 stars
Recieved Old dirty bottle of shampoo,The shampoo bottle was more than 6 months old and was very dirty looking,1.0 out of 5 stars
👌,👌,5.0 out of 5 stars
Ok,Fine,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Super purchase,Good quality...,5.0 out of 5 stars
Nice Product,Nice Product,5.0 out of 5 stars
Nice product,Nice product,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good one,Like,5.0 out of 5 stars
My all time favourite shampoo,🤗🤗🤗🤗🤗🤗🤗,5.0 out of 5 stars
Good product,Like,5.0 out of 5 stars
Good size,Great deal on Amazon.,5.0 out of 5 stars
Superb,👌👌,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good one,Good one,5.0 out of 5 stars
Super silky hair smooth u want take this,Nice.product.....,5.0 out of 5 stars
Value for money,Value for money,5.0 out of 5 stars
delivered in time,nice,5.0 out of 5 stars
Nice M.P.Sompura,Nice M.P.Sompura,5.0 out of 5 stars
5 star,Best price,5.0 out of 5 stars
Leakage shampoo received but accepted because i need urgent,Leakage shampoo received and not 1 liter,1.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Okay good,Ok,5.0 out of 5 stars
.,Hair makes too dry but dandruff gone,2.0 out of 5 stars
It is bad,It is damage I don't like this it is flooing,1.0 out of 5 stars
Leaked,Bottle was leaking.... didn’t like the delivery,1.0 out of 5 stars
Totally waste my money this is fake product I used today I am disappointed today,Totally fake product,1.0 out of 5 stars
very bad,newly ordered item only 5 months expire date very bad experience.,1.0 out of 5 stars
Open package,Packet was open when i received it.,1.0 out of 5 stars
Recieved defective product,,1.0 out of 5 stars
Nice,Good,5.0 out of 5 stars
Good product,Good product,5.0 out of 5 stars
Five Stars,good,5.0 out of 5 stars
Duplicate,It loks like duplicate copy,1.0 out of 5 stars
Disappointed,Fake product,1.0 out of 5 stars
Wrosttt,Wrost customer care response..iam not satisfied with this product..,1.0 out of 5 stars
Damage product is dilevari,Damage product is dil every,1.0 out of 5 stars
Defective product,Defective product,1.0 out of 5 stars
He is not a delivered but product price is excellent,Good product for home but he is not a delivered for this time and I sure some time is delivery is soon,5.0 out of 5 stars
Don't by this,Worst product,1.0 out of 5 stars
Product is good,"Scent was pretty good and softness was also good.
After wash not feel sticky hairs.
Such a great deal
Thanks amazon",5.0 out of 5 stars
Very Bad packaging,Product is leaked,2.0 out of 5 stars
Rr,Not good ......,1.0 out of 5 stars
Water mix,Water mix,1.0 out of 5 stars
Very loss,Lekageing both 2 itom,1.0 out of 5 stars
Product mistakenly 650ml in place of 1000 ml.unfortunatly,Product mistakenly 650ml in place of 1000ml.unfortunatly. this is dirty business policy. No one accept this again . this is unporde able,1.0 out of 5 stars
डैंड्रफ हेयर फॉल ड्राइनेस सब का इलाज हेड एंड शोल्डर शैंपू,मुझे शैंपू शैंपू सबसे ज्यादा पसंद है क्योंकि अगर हम इसका इस्तेमाल करते हैं तो हमें डैंड्रफ ईयर फोन ड्राइनेस कुछ भी नहीं होता बाल एकदम सॉफ्ट रहते हैं आप भी इस्तेमाल करें,5.0 out of 5 stars
Bad product,Very bad and leaked product,1.0 out of 5 stars
Mar 2018 delivered in dec 19,Too old product delivered,1.0 out of 5 stars
Leaked,Received a broken bottle and all shampoo was outside the bottles,1.0 out of 5 stars
It's awesome and help to reduce hair fall,It's is easy to use and good for hair.i used this product from last 2year and I love this product.,5.0 out of 5 stars
Nice,Nice Paisa vasol hai acha hai thanks you Amazon smoth silky shampoo conditioner hai ji thanks you for Amazon a,5.0 out of 5 stars
Worst package,Bottle fully broke. Shampoo fully leakage. Return or refund .my amount,1.0 out of 5 stars
I was damage,It is damage,1.0 out of 5 stars
Very disappointed,I received damage product......leaked shampoo everywhere,1.0 out of 5 stars
बहुत अच्छा प्रोडक्ट है,आपके द्वारा दिया गया get product bahut Achcha hai aur iski time per delivery Hui मुझे यह बहुत अच्छा लगा,5.0 out of 5 stars
Honest review,"Got it so early for this thanks a lot to Amazon.I had dandruff problem since last 3 months for this ordered this shampoo 7days ago and using it for the last 5 days regularly.still I have some dandruff on my skull,hope that it will reduce completely.",4.0 out of 5 stars
Do not buy,"ye shampoo Ke 1 le wash Se hi hair fall Shury ho gaya.
mat lo re baba bahut hairfall hota hai",1.0 out of 5 stars
Duplicate product,"This shampoo is duplicate. I have used this product for 15 years. I know this original scent, softness and no match with the original. So value for money is zero.👎👎👎I don't expect this from the Amajon.",1.0 out of 5 stars
Demage product is delivered,"IT IS A SHAME, CLOUDTAIL KOLKATTA. Please dont do such a thing in the future. We will never buy any products from CLOUDTAIL KOLKATTA.",1.0 out of 5 stars
Best shampoo,Head & shoulder is the best shampoo I have ever used . It makes hair smooth and shine . Recommend for those who have rough hair,5.0 out of 5 stars
This shampoo is definitely the best in the market,This shampoo is definitely the best in the market. It worked very will weigh my dandruff issues and softened my otherwise rough hair.,5.0 out of 5 stars
Awesome,Jaisa Naam waisa kaam.....I love this product😁😁,5.0 out of 5 stars
High price,"Product is very good, on 24april 2018 price in big बाजार is 285rs For 675ml",5.0 out of 5 stars
Osm product I got it at 315 in lightning deal ...,"Osm product
I got it at 315 in lightning deal......",5.0 out of 5 stars
Item not available,Not a single shampoo available at pincode 191111 . 😒 😞 😞 😞 😞 😞 😞 😞 😞 😞 😞.,1.0 out of 5 stars
The product i received was leaked,The product i received was leaked the packing was very poor,1.0 out of 5 stars
Duplicate product,Duplicate product. Dont buy it.,1.0 out of 5 stars
One Star,My product is leakage,1.0 out of 5 stars
Nice,Nice shampoo I have ordered but I received damaged product so I claimed & received my money. Thanks.,5.0 out of 5 stars
Superluckyvicious,Value for money... Use it wisely will last for a month .... 🤑🤑,5.0 out of 5 stars
Good,Super,5.0 out of 5 stars
awesome product,awesome quality and delivery was on time and price was very very good,5.0 out of 5 stars
Authentic and genuine product ❤,The best and 100% genuine product 😌🤩,5.0 out of 5 stars
Good,Softness & value for money,5.0 out of 5 stars
Value for money,Good product.. value for money,4.0 out of 5 stars
"Good product, improvement needed in packing","Product is good, silky smooth hair
Issue with packing, no safety wrapping of shampoo bottle was ther and earlier bottle used to seal with plastic wrap,
shampoo shipped with tshirt and food item; if bottle damaged or leaked thn other 2 product would not be used.
Out box was wrost in condition used transparent type to hold box packing",4.0 out of 5 stars
Best product,This product is good quality,4.0 out of 5 stars
good,good 👍👍,5.0 out of 5 stars
Hair shin and soft,Softness,5.0 out of 5 stars
Very Satisfied,Good product,5.0 out of 5 stars
Well,Well,5.0 out of 5 stars
Perfect for dandruff,I had been using this shampoo for more than 2 weeks now as it working fine on dandruff but need to wait for best results..,5.0 out of 5 stars
Value for money,"It is good value for money (@299)
Also my dandruff got removed after 3-4 time regular use",5.0 out of 5 stars
very good product,very good product,5.0 out of 5 stars
Go for it❤️,Just Amazing. I bought this product for 364 🙂❤️ thank you Amazon,5.0 out of 5 stars
Value for money,"Got this item relatively on cheaper rates than market.
The item was deluvered on time. Packing was very good. The noosles were properly sealed to avoid any kind of leakage. Cardboard packaging was also done very beautifully. Excellent experience.
No attidute & inconvenience at the local shop/ mall.
Will repeat it in future Insha Allah",4.0 out of 5 stars
Value for money,Product is very good for dandraff .....😄😄😄😄,4.0 out of 5 stars
Just 🤐🤐,Deal Rs 99/-( MRP RS 920/-),5.0 out of 5 stars
Good,Like,5.0 out of 5 stars
Fake!!,This is my 4th time from online purchasing of this shampoo and Will never recommend to purchase online shampoo.,1.0 out of 5 stars
Value for money,Its worth buying this bottel rather than buying small bottels every month .For me this is worth the buy.,5.0 out of 5 stars
Great,Nice deal,5.0 out of 5 stars
For me not worth the money,"Used it with Head and Shoulders smooth and silky hair conditioner. Hair is falling like hell. 😪
Edit: After two months of use, the hair fall increased tremendously. I am pretty sure that this is a duplicate product. Now I am using it to clean my bathroom.",2.0 out of 5 stars
Nice product,Nice product.,5.0 out of 5 stars
Super product,Happy,5.0 out of 5 stars
Gud,Excellent for dandruff hair.,4.0 out of 5 stars
Very good happy with the product,Using regularly derserve to have this product,5.0 out of 5 stars
Nice shampoo for silky hair,Family pack,5.0 out of 5 stars
Best in range,Best,5.0 out of 5 stars
very good item,very good item,5.0 out of 5 stars
Value of money,It's amazing product,5.0 out of 5 stars
Nice,🤘,4.0 out of 5 stars
Basharat,Nothing to say best product ever,5.0 out of 5 stars
Good (as expected),Good and fast delivery. Item is as good as expected. I am a regular buyer.,5.0 out of 5 stars
Value for money,"Value for money
Best products",5.0 out of 5 stars
Value for money,Got in good rate,5.0 out of 5 stars
Super,Super 👌 product,5.0 out of 5 stars
Nice product,"Nice Product, It's effective for dandruff.",5.0 out of 5 stars
Amazing,Great value.,4.0 out of 5 stars
Good product for dandruff,Good product.. got it on sale.. worth the price.. really good for dandruff.. worth it..,5.0 out of 5 stars
Nice deal,I have purchased this product at 386 for 1Ltr,4.0 out of 5 stars
Worth of mony,Nice product just little bit harsh otherwise amazing product thanks for this product,4.0 out of 5 stars
Fast Delivery.... Good product,,5.0 out of 5 stars
Very nice product,Like this,5.0 out of 5 stars
Works fine,Works fine,4.0 out of 5 stars
Smooth and silky shampoo,Smooth and silky hair shampoo for hair cleaning. Good fragrance.,5.0 out of 5 stars
Nice,No,5.0 out of 5 stars
Great deal,,5.0 out of 5 stars
Expensive,Not better,1.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Most buy purchase,I liked it very well and it is suitable for my hair.,5.0 out of 5 stars
Not worth,"Damaged,and possibly duplicate",1.0 out of 5 stars
good,good,5.0 out of 5 stars
Super, Nice,5.0 out of 5 stars
Thanks,Thanks,5.0 out of 5 stars
